" Appointment"," OTP"," Member"," Affiliation"," Start date"," End date"," Status"
"Collaboration Board Deputy Chair // General // Collaboration Board",".3","MAX, Klein","Liverpool(United Kingdom)","2020-01-01","2020-12-31","inactive"
"Collaboration Board Deputy Chair // General // Collaboration Board",".3","MAX, Klein","Liverpool(United Kingdom)","2017-01-01","2017-12-31","inactive"
"SCT IB Chair // Activities and Detector Projects // Inner Detector (ID) // SCT",".15","JOOST, Vossebeld","Liverpool(United Kingdom)","2012-03-01","2014-03-31","inactive"
"Publication Committee Chair // General // Publications Committee",".3","MAX, Klein","Liverpool(United Kingdom)","2008-03-01","2009-02-28","inactive"
"Publication Committee Chair // General // Publications Committee",".3","JAN, Kretzschmar","Liverpool(United Kingdom)","2026-03-01","2027-02-28","upcoming"
"Publication Committee member // General // Publications Committee // Appointments",".15","JAN, Kretzschmar","Liverpool(United Kingdom)","2017-03-01","2019-02-28","inactive"
"Publication Committee member // General // Publications Committee // Appointments",".15","ANDREW, Mehta","Liverpool(United Kingdom)","2010-03-01","2012-02-29","inactive"
"Publication Committee member // General // Publications Committee // Appointments",".15","MAX, Klein","Liverpool(United Kingdom)","2007-03-01","2009-02-28","inactive"
"Speakers Committee member // General // Speakers Committee // Appointments",".3","UTA, Klein","Liverpool(United Kingdom)","2011-11-01","2013-10-31","inactive"
"SCAB Member // General // Speakers Committee Advisory Board (SCAB) // Appointments",".15","UTA, Klein","Liverpool(United Kingdom)","2018-03-01","2020-02-29","inactive"
"Convener Standard Model WG // Activities and Detector Projects // Physics // Physics Analysis Groups",".3","JAN, Kretzschmar","Liverpool(United Kingdom)","2014-10-01","2016-09-30","inactive"
"Convener Exotics WG // Activities and Detector Projects // Physics // Physics Analysis Groups",".3","CARL, Gwilliam","Liverpool(United Kingdom)","2018-10-01","2020-09-30","inactive"
"Convener SUSY WG // Activities and Detector Projects // Physics // Physics Analysis Groups",".24","MONICA, D'Onofrio","Liverpool(United Kingdom)","2012-10-01","2014-09-30","inactive"
"Publication Committee Deputy Chair // General // Publications Committee",".15","JAN, Kretzschmar","Liverpool(United Kingdom)","2025-03-01","2026-02-28","upcoming"
"Publication Committee Deputy Chair // General // Publications Committee",".15","MAX, Klein","Liverpool(United Kingdom)","2007-03-01","2008-02-29","inactive"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","UTA, Klein","Liverpool(United Kingdom)","2014-01-01","2015-12-31","inactive"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","JAN, Kretzschmar","Liverpool(United Kingdom)","2020-01-01","2021-12-31","inactive"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","MONICA, D'Onofrio","Liverpool(United Kingdom)","2024-01-01","2025-12-31","active"
"Convener Physics Modelling WG (PMG) // Activities and Detector Projects // Physics // Physics Analysis Groups",".3","JAN, Kretzschmar","Liverpool(United Kingdom)","2020-10-01","2022-09-30","inactive"
"Convener Physics Modelling WG (PMG) // Activities and Detector Projects // Physics // Physics Analysis Groups",".3","MONICA, D'Onofrio","Liverpool(United Kingdom)","2014-10-01","2016-09-30","inactive"
"DP - Data Quality Convener // Activities and Detector Projects // Data Preparation // Data Quality","0","HELEN, Hayward","Liverpool(United Kingdom)","2011-01-01","2012-04-30","inactive"
"DP - Prompt Reconstruction Operation Coordinator (PROC) // Activities and Detector Projects // Data Preparation // PROC","0","JOHN KENNETH, Anders","Liverpool(United Kingdom)","2018-10-01","2019-10-31","inactive"
"DP - Beamspot Convener // Activities and Detector Projects // Data Preparation // Beamspot","0","CARL, Gwilliam","Liverpool(United Kingdom)","2010-08-01","2011-09-30","inactive"
"Convener of subgroup: W, Z Physics // Activities and Detector Projects // Physics // Physics Analysis Groups // Standard Model physics group","","JAN, Kretzschmar","Liverpool(United Kingdom)","2013-10-01","2014-09-30","inactive"
"Convener of subgroup: PDF Forum // Activities and Detector Projects // Physics // Physics Analysis Groups // Standard Model physics group","","UTA, Klein","Liverpool(United Kingdom)","2011-10-01","2012-09-30","inactive"
"Convener of subgroup: PDF Forum // Activities and Detector Projects // Physics // Physics Analysis Groups // Standard Model physics group","","MAX, Klein","Liverpool(United Kingdom)","2015-04-01","2016-03-31","inactive"
"Convener of subgroup: Hbb // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","ANDREW, Mehta","Liverpool(United Kingdom)","2014-04-01","2015-03-31","inactive"
"Convener of subgroup: HBSM (HSG6) (discontinued, restarted under HDBS since 01.10.2018) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","NIKOLAOS, Rompotis","Liverpool(United Kingdom)","2013-10-01","2014-09-30","inactive"
"Convener of subgroup: HBSM (HSG6) (discontinued, restarted under HDBS since 01.10.2018) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","NIKOLAOS, Rompotis","Liverpool(United Kingdom)","2012-04-01","2013-03-31","inactive"
"Convener of subgroup: HBSM (HSG6) (discontinued, restarted under HDBS since 01.10.2018) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","NIKOLAOS, Rompotis","Liverpool(United Kingdom)","2017-10-01","2018-09-30","inactive"
"Convener of subgroup: HBSM (HSG6) (discontinued, restarted under HDBS since 01.10.2018) // Activities and Detector Projects // Physics // Physics Analysis Groups // Higgs physics group","","CARL, Gwilliam","Liverpool(United Kingdom)","2015-04-01","2016-03-31","inactive"
"Convener of subgroup: Background Forum // Activities and Detector Projects // Physics // Physics Analysis Groups // Supersymmetry physics group","","JOHN KENNETH, Anders","Liverpool(United Kingdom)","2019-10-01","2021-09-30","inactive"
"Convener of subgroup: RPV SUSY and Long-Lived SUSY Particles (RPV/LL) // Activities and Detector Projects // Physics // Physics Analysis Groups // Supersymmetry physics group","0","JOHN KENNETH, Anders","Liverpool(United Kingdom)","2024-04-01","2024-06-30","inactive"
"Convener of subgroup: Dibosons, Multileptons and Extra Dimensions (DBL) (discontinued, restarted under HDBS since 01.10.2018) // Activities and Detector Projects // Physics // Physics Analysis Groups // Exotics physics group","0","CARL, Gwilliam","Liverpool(United Kingdom)","2016-10-01","2017-09-30","inactive"
"Physics Validation Coordinator // Activities and Detector Projects // Software and Computing // Software","0","CARL, Gwilliam","Liverpool(United Kingdom)","2013-10-01","2015-05-31","inactive"
"MC Production Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","JOHN KENNETH, Anders","Liverpool(United Kingdom)","2021-10-01","2023-09-30","inactive"
"SCT Offline Coordinator // Activities and Detector Projects // Inner Detector (ID) // SCT // Level-3 Coordinators","","JOHN KENNETH, Anders","Liverpool(United Kingdom)","2025-01-01","2025-12-31","active"
"ITk Simulation and Performance Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // General","","HELEN, Hayward","Liverpool(United Kingdom)","2016-01-14","2016-03-31","inactive"
"ITk Simulation and Performance Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // General","","HELEN, Hayward","Liverpool(United Kingdom)","2016-04-01","2016-08-31","inactive"
"ITk Simulation and Performance Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // General","","HELEN, Hayward","Liverpool(United Kingdom)","2013-10-01","2016-01-13","inactive"
"ITk Simulation and Performance Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // General","","HELEN, Hayward","Liverpool(United Kingdom)","2016-09-01","2017-02-13","inactive"
"Convener of subgroup: Process Modelling (discontinued April 2019) // Activities and Detector Projects // Physics // Physics Analysis Groups // Physics Modeling group","","JAN, Kretzschmar","Liverpool(United Kingdom)","2017-04-01","2019-03-31","inactive"
"Computing Resource Management (CREM) Chair // Activities and Detector Projects // Software and Computing // Computing Resources",".1","CARL, Gwilliam","Liverpool(United Kingdom)","2025-01-01","2025-12-31","active"
"Convener of subgroup: Tau Reconstruction and Identification // Activities and Detector Projects // Physics // Combined Performance Groups // Tau CP group","0","JORDY, Degens","Liverpool(United Kingdom)","2025-01-15","2027-01-15","active"
"ITk Strip Modules Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Strips // Level-3 Coordinators","","SVEN, Wonsak","Liverpool(United Kingdom)","2021-10-01","2023-09-30","inactive"
"ITk Strip Modules Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Strips // Level-3 Coordinators","","SVEN, Wonsak","Liverpool(United Kingdom)","2021-02-01","2021-10-30","inactive"
"ITk Strip Offline Software Contact // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Strips // Level-3 Coordinators","","HELEN, Hayward","Liverpool(United Kingdom)","2021-10-01","2023-11-30","inactive"
"ITk Strip Offline Software Contact // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Strips // Level-3 Coordinators","","HELEN, Hayward","Liverpool(United Kingdom)","2019-04-01","2021-09-30","inactive"
"ITk Pixel Outer End Caps Representative // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Pixels","","HELEN, Hayward","Liverpool(United Kingdom)","2024-02-01","2026-03-31","active"
"ITk Pixel Global Mechanics Coordinator // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Pixels // Level-3 Coordinators","","TIM, Jones","Liverpool(United Kingdom)","2024-04-01","2026-03-31","active"
"ITk Pixel System Tests, Test Beams and Irradiations // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Pixels // Level-3 Coordinators","","HELEN, Hayward","Liverpool(United Kingdom)","2021-10-01","2024-03-31","inactive"
"ITk Pixel System Tests, Test Beams and Irradiations // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Pixels // Level-3 Coordinators","","HELEN, Hayward","Liverpool(United Kingdom)","2020-06-01","2021-09-30","inactive"
"ITk Strip Database Lead // Activities and Detector Projects // Inner Tracker for Phase-II (ITk) // Strips // Level-3 Coordinators","","SVEN, Wonsak","Liverpool(United Kingdom)","2023-10-01","2025-09-30","active"
"Computing Coordinator // Activities and Detector Projects // Software and Computing",".24","BORUT PAUL, Kersevan","Ljubljana(Slovenia)","2013-03-01","2014-02-28","inactive"
"Computing Deputy Coordinator // Activities and Detector Projects // Software and Computing",".24","BORUT PAUL, Kersevan","Ljubljana(Slovenia)","2012-03-01","2013-02-28","inactive"
"Run Coordinator // Activities and Detector Projects // Run Coordination","0","ANDREJ, Gorisek","Ljubljana(Slovenia)","2025-03-01","2026-02-28","upcoming"
"Run Deputy Coordinator // Activities and Detector Projects // Run Coordination","0","ANDREJ, Gorisek","Ljubljana(Slovenia)","2024-03-01","2025-02-28","active"
"SCT IB Chair // Activities and Detector Projects // Inner Detector (ID) // SCT",".15","MARKO, Mikuz","Ljubljana(Slovenia)","2004-03-01","2008-02-29","inactive"
"Publication Committee member // General // Publications Committee // Appointments",".15","BORUT PAUL, Kersevan","Ljubljana(Slovenia)","2015-03-01","2017-02-28","inactive"
"Speakers Committee member // General // Speakers Committee // Appointments",".3","BORUT PAUL, Kersevan","Ljubljana(Slovenia)","2023-10-01","2026-09-30","active"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","MARKO, Mikuz","Ljubljana(Slovenia)","2000-01-01","2001-12-31","inactive"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","ANDREJ, Gorisek","Ljubljana(Slovenia)","2016-01-01","2017-12-31","inactive"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","BORUT PAUL, Kersevan","Ljubljana(Slovenia)","2024-01-01","2025-12-31","active"
"CB Chair Advisory Group member // General // Collaboration Board // Appointments","0","MARKO, Mikuz","Ljubljana(Slovenia)","2004-01-01","2005-12-31","inactive"
"DP - Data Curation and Characterisation (DCC) Coordinator (previously Metadata Coordinator) // Activities and Detector Projects // Software and Computing // ATLAS Database and Metadata (ADAM) // Database and Metadata Evolution","0","BORUT PAUL, Kersevan","Ljubljana(Slovenia)","2017-04-01","2020-12-31","inactive"
"Convener of subgroup: W, Z Physics // Activities and Detector Projects // Physics // Physics Analysis Groups // Standard Model physics group","","MIHA, Muskinja","Ljubljana(Slovenia)","2024-04-01","2026-03-31","active"
"Upgrade Software Coordinator // Activities and Detector Projects // Software and Computing // Software","0","TADEJ, Novak","Ljubljana(Slovenia)","2020-11-11","2022-09-30","inactive"
"ADC Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","ANDREJ, Filipcic","Ljubljana(Slovenia)","2015-03-01","2017-09-30","inactive"
"ADC operations coordinator // Activities and Detector Projects // Software and Computing // ADC","0","ANDREJ, Filipcic","Ljubljana(Slovenia)","2014-01-01","2015-02-28","inactive"
"MC Production Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","BORUT PAUL, Kersevan","Ljubljana(Slovenia)","2008-01-01","2012-02-28","inactive"
"Computing Resource Management (CREM) Chair // Activities and Detector Projects // Software and Computing // Computing Resources",".1","BORUT PAUL, Kersevan","Ljubljana(Slovenia)","2011-04-01","2012-06-14","inactive"
"Workflow Management Coordinator // Activities and Detector Projects // Software and Computing // ADC","0","ANDREJ, Filipcic","Ljubljana(Slovenia)","2017-10-01","2019-09-30","inactive"
"Early Career Scientist Board (ECSB) member // General // Early Career Scientist Board (ECSB)",".1","MIHA, Muskinja","Ljubljana(Slovenia)","2017-03-01","2019-02-28","inactive"
